link,handle,isin,cusip,figi,ticker,name,issuer_name,issuer_type,issuer_jurisdiction,fund,framework_link,issuance_date,maturity_date,volume_usd,volume_bond_currency,bond_currency
https://www.greenbondtransparency.com/bond-info/?handle=826fb91751eb4970ac578c6e8f0929fc,826fb91751eb4970ac578c6e8f0929fc,US00105DAG07,00105DAG0,BBG00QGRGP11,NA,AES Gener Green Bond,AES Andes,Non-Financial Corporate,Chile,FALSE,NA,2019-10-07T00:00:00Z,2079-10-07T00:00:00Z,450000000,450000000,USD
https://www.greenbondtransparency.com/bond-info/?handle=270dc78108554e578876030bd2496dde,270dc78108554e578876030bd2496dde,BRVERTCRA2K6,NA,NA,NA,CRA ComBio Green Bond 2028,ComBio Energia,Non-Financial Corporate,Brazil,FALSE,NA,2021-11-23T00:00:00Z,2028-11-16T00:00:00Z,26572188,150000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=ca95780fd934421fa99ce5cb0b1f71d2,ca95780fd934421fa99ce5cb0b1f71d2,US210314AB60,210314AB6,BBG00NW1PM87,NA,ISA CTM,ISA CTM - Consorcio Transmantaro S.A.,Non-Financial Corporate,Peru,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=905be24bcdf943969c19e593cecd74e1,2019-04-16T00:00:00Z,2034-04-16T00:00:00Z,600000000,600000000,USD
https://www.greenbondtransparency.com/bond-info/?handle=91d5f951533040578939c60b74089a81,91d5f951533040578939c60b74089a81,NA,NA,NA,CAF GB Program,Green Bond Program,CAF - Banco de Desarrollo de America Latina,Development Bank,Supranational,TRUE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=20ab6a5a7a89447fa8ffc6208696d342,NA,NA,NA,NA,USD
https://www.greenbondtransparency.com/bond-info/?handle=de08d71d4fcd410eac1c1c388f5743cc,de08d71d4fcd410eac1c1c388f5743cc,BRRANIDBS031,NA,NA,RANI14,Irani Green Bond 2029,Irani Papel e Embalagem S.A.,Non-Financial Corporate,Brazil,FALSE,NA,2021-03-31T00:00:00Z,2029-12-15T00:00:00Z,10531304,60000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=33ceef813ef14aac8ab44dc3a53606d8,33ceef813ef14aac8ab44dc3a53606d8,COB07CB00611,NA,NA,NA,Bancolombia Bono Sostenible,Grupo Bancolombia,Financial Corporate,Colombia,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=e7161c8807ca44e085439ddf548d7489,2019-07-19T00:00:00Z,2024-07-19T00:00:00Z,206408402,657000000000,COP
https://www.greenbondtransparency.com/bond-info/?handle=874808e162394384acb97cc13c29e805,874808e162394384acb97cc13c29e805,XS2318617185,NA,BBG00ZLGVWW3,NA,BCI - USD 2029,Banco de Crédito e Inversiones,Financial Corporate,Chile,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=8dc563c540c1439a8c930ddbfada75ef,2021-03-17T00:00:00Z,2029-12-03T00:00:00Z,54000000,54000000,USD
https://www.greenbondtransparency.com/bond-info/?handle=fe8a86a4318f49fb850f1dfa256f263b,fe8a86a4318f49fb850f1dfa256f263b,MX90GC040000,AM3592905,BBG00FWZHJQ5,90_GCDMXCB_16V,GCDMXCB 16V,Gobierno de la Ciudad de México,Local government,Mexico,FALSE,NA,2016-12-07T00:00:00Z,2021-12-07T00:00:00Z,49269093,1000000000,MXN
https://www.greenbondtransparency.com/bond-info/?handle=63eb049b54cf46b8871604a7b6c595b4,63eb049b54cf46b8871604a7b6c595b4,US90363PAA49,NA,BBG00YGNGLS3,NA,UEP Penonome II,"UEP Penonome II, S.A.",Non-Financial Corporate,Panama,FALSE,NA,2020-12-18T00:00:00Z,2038-10-01T00:00:00Z,262664000,262664000,USD
https://www.greenbondtransparency.com/bond-info/?handle=19a9b617aa704f8285094522d06a5367,19a9b617aa704f8285094522d06a5367,BRNEOEDBS047,NA,BBG00PQCN094,NA,Neoenergia - 6ª emissão de debêntures,Grupo Neoenergia,Non-Financial Corporate,Brazil,FALSE,NA,2019-07-10T00:00:00Z,2033-06-15T00:00:00Z,343437160,1294449000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=3e001fbc60b6457dbbb4e67ee69152c0,3e001fbc60b6457dbbb4e67ee69152c0,CL0002521988,NA,NA,NA,BAGUA-AE,Aguas Andinas,Non-Financial Corporate,Chile,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=44e38dbb4e334294b5534acaf9930631,2019-04-11T00:00:00Z,2044-03-15T00:00:00Z,81506332,2000000,CLF
https://www.greenbondtransparency.com/bond-info/?handle=b5a27427940641ac941aae5bb87fc15e,b5a27427940641ac941aae5bb87fc15e,COB07CBBO198,NA,NA,NA,Bancolombia Bono Sostenible 2021,Grupo Bancolombia,Financial Corporate,Colombia,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=e7161c8807ca44e085439ddf548d7489,2021-09-16T00:00:00Z,2033-09-16T00:00:00Z,156847983,600000000000,COP
https://www.greenbondtransparency.com/bond-info/?handle=43da939a64e7473388d28a08a74f1490,43da939a64e7473388d28a08a74f1490,COB01CB00135,No aplica,NA,NA,Primera Emisión Bono Verde Banco de Bogotá,Banco de Bogotá,Non-Financial Corporate,Colombia,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=f3dbd2a2f86048d3b238e68cedcb70fa,2020-09-24T00:00:00Z,2025-09-24T00:00:00Z,77647790,300000000000,COP
https://www.greenbondtransparency.com/bond-info/?handle=a0bc4c5a1c144c07bd4a964abff5f34f,a0bc4c5a1c144c07bd4a964abff5f34f,NA,NA,NA,ISA GB2020,ISA GB2020 Tramo 14,ISA - Interconexión Eléctrica S.A. E.S.P.,Non-Financial Corporate,Colombia,TRUE,NA,NA,2040-08-13T00:00:00Z,NA,NA,COP
https://www.greenbondtransparency.com/bond-info/?handle=5e83524c4bff46698146fad15dedc311,5e83524c4bff46698146fad15dedc311,BRESB1DBS004,NA,BBG00ZVN1906,NA,E1 ENERGIA GREEN BOND,"E1 Energia, Brasil",Non-Financial Corporate,Brazil,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=95bbca5a4dd447cd8e159fa1f8155886,2021-03-15T00:00:00Z,2030-03-15T00:00:00Z,26644877,150000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=731de09d90c6433a8eddaf8aa22dc123,731de09d90c6433a8eddaf8aa22dc123,BR07S4CTF001,NA,NA,NA,Green FIDC Solar GD Órigo,Albion Capital Ltda,Financial Corporate,Brazil,FALSE,NA,2021-03-31T00:00:00Z,2031-07-31T00:00:00Z,24673072,140389781,BRL
https://www.greenbondtransparency.com/bond-info/?handle=0ed1b474d025484781d9dddf7b4e395a,0ed1b474d025484781d9dddf7b4e395a,MXCDBA0300A2,NA,BBG013865923,BACMEXT 21X,Bancomext Senior Notes 21x,Bancomext,Financial Corporate,Mexico,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=41f78746078d444787f9a1f78b30153c,2021-10-26T00:00:00Z,2024-10-25T00:00:00Z,147597845,3000000000,MXN
https://www.greenbondtransparency.com/bond-info/?handle=f1d14902b93342ed933751f295a5a0ab,f1d14902b93342ed933751f295a5a0ab,PAL3009913H7,NA,NA,NA,CIFI Serie H,Corporación Interamericana para el Financiamiento de Infraestructura (CIFI),Financial Corporate,Panama,FALSE,NA,2020-08-29T00:00:00Z,2021-11-24T00:00:00Z,1000000,1000000,USD
https://www.greenbondtransparency.com/bond-info/?handle=22fbd3d08bab4319a6ba0483c84d2380,22fbd3d08bab4319a6ba0483c84d2380,NA,NA,NA,PR_PL_ATHON,Athon Geração Distribuída Green Bond,Grupo Athon,Non-Financial Corporate,Brazil,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=50f2b7fafb124d06ab93eef678436e3e,2019-07-19T00:00:00Z,2022-07-19T00:00:00Z,7532830,40150000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=72b244fd46b444aba44095c0ca650e2f,72b244fd46b444aba44095c0ca650e2f,USA35155AB50,NA,BBG00NQJNB18,NA,Klabin 2049,Klabin S.A.,Non-Financial Corporate,Brazil,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=9abfc296b9b74968b8b8bba5571996b7,2019-04-03T00:00:00Z,2049-04-03T00:00:00Z,700000000,700000000,USD
https://www.greenbondtransparency.com/bond-info/?handle=2713ee8efde4440b875f3a181f33a9f4,2713ee8efde4440b875f3a181f33a9f4,BRTRPLDBS071,NA,BBG00KVC0Y18,CTEE17,ISA CTEEP - 7ª Emissão,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,Non-Financial Corporate,Brazil,FALSE,NA,2018-05-02T00:00:00Z,2025-04-15T00:00:00Z,119500000,621000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=a203bf32e36b489bacf6ec7972d80d21,a203bf32e36b489bacf6ec7972d80d21,NA,NA,NA,BANCOMEXT CEBUR,Bancomext Senior Notes 2022,Bancomext,Financial Corporate,Mexico,TRUE,NA,NA,2032-03-16T00:00:00Z,NA,NA,MXN
https://www.greenbondtransparency.com/bond-info/?handle=4de81a22550d465b9b985c699f30e69b,4de81a22550d465b9b985c699f30e69b,BRPASNDBS018,NA,BBG00WGHMDH3,NA,Título Sustentável Paranaguá,Iguá Saneamento,Non-Financial Corporate,Brazil,FALSE,NA,2020-07-15T00:00:00Z,2030-07-15T00:00:00Z,49936379,259804000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=cf66b508001443ac91da2b4215b60b7b,cf66b508001443ac91da2b4215b60b7b,VIVENDA,NA,NA,NA,Programa Vivenda,Grupo Gaia,Financial Corporate,Brazil,FALSE,NA,2017-10-16T00:00:00Z,2027-10-15T00:00:00Z,1582000,5000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=16e566aa3fe94a5dad3b8f95dc398955,16e566aa3fe94a5dad3b8f95dc398955,BROMGEDBS051,NA,NA,OMGE22,OMGE22,Omega Energia,Non-Financial Corporate,Brazil,FALSE,NA,2020-09-15T00:00:00Z,2028-09-15T00:00:00Z,9482628,50000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=6699aa37a3de4631b0742dedc052011e,6699aa37a3de4631b0742dedc052011e,MX91AG050018,NA,BBG00H2F8GK0,AGUA 17-2X,AGUA 17-2x,Grupo Rotoplas SAB,Non-Financial Corporate,Mexico,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=95b3eb28144a4ce6a75c1665a0a4d887,2017-06-28T00:00:00Z,2027-06-28T00:00:00Z,246836426,4600000000,MXN
https://www.greenbondtransparency.com/bond-info/?handle=7d27df26e2924c4d9fcf8ba0c0d9d684,7d27df26e2924c4d9fcf8ba0c0d9d684,USL5828LAB55,NA,BBG00HPK5N13,NA,Klabin 2027,Klabin S.A.,Non-Financial Corporate,Brazil,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=9abfc296b9b74968b8b8bba5571996b7,2017-09-19T00:00:00Z,2027-09-19T00:00:00Z,500000000,500000000,USD
https://www.greenbondtransparency.com/bond-info/?handle=a561c543716445c4b7d17b219e4eaf09,a561c543716445c4b7d17b219e4eaf09,XS1843433639,NA,BBG00PKC7RS8,NA,Chile -EUR 2031,Ministry of Finance of the Republic of Chile,Sovereign,Chile,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=b25746bc73674469a979cd1218fc9355,2019-06-25T00:00:00Z,2031-07-02T00:00:00Z,2221232860,1954685000,EUR
https://www.greenbondtransparency.com/bond-info/?handle=b490975cce04415b9354b4cb9beb18ed,b490975cce04415b9354b4cb9beb18ed,NA,NA,NA,WREL#2,Williams Renewable Energy Limited #2,Williams Caribbean Capital,Non-Financial Corporate,Barbados,TRUE,NA,NA,NA,NA,NA,BBD
https://www.greenbondtransparency.com/bond-info/?handle=675b2c75c3cf4ef5be3d6cf3421d4300,675b2c75c3cf4ef5be3d6cf3421d4300,BRTRPLDBS0E9,NA,BBG00Z71T3Y7,CTEEA0,ISA CTEEP - 10ª Emissão,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,Non-Financial Corporate,Brazil,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=e791ce8ea3eb4c6897df799280b78881,2021-02-10T00:00:00Z,2044-07-15T00:00:00Z,129400000,672500000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=b9e53c01ef12400ea7f0a9fcfb8945de,b9e53c01ef12400ea7f0a9fcfb8945de,MXCDBA0300E4,NA,BBG016XZJ395,BACMEXT 22-3X,Bancomext Senior Notes 22 3x,Bancomext,Financial Corporate,Mexico,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=41f78746078d444787f9a1f78b30153c,2022-03-23T00:00:00Z,2032-03-16T00:00:00Z,198812097,4000000000,MXN
https://www.greenbondtransparency.com/bond-info/?handle=8d5678c837d04ad1b519d55593035eaa,8d5678c837d04ad1b519d55593035eaa,NA,NA,NA,PR_PL_ERGONPERU,ERGON PERÚ - BONO VERDE,Ergon Perú S.A.C,Non-Financial Corporate,Peru,FALSE,NA,2019-07-11T00:00:00Z,2034-06-30T00:00:00Z,219270538,219270538,USD
https://www.greenbondtransparency.com/bond-info/?handle=a31693d3e7bf4b0490bc87250076b904,a31693d3e7bf4b0490bc87250076b904,BRCGEPDBS000,NA,BBG00LZCH1F1,CGEP12,Green Bond Rio Energy Serra da Babilonia Wind Complex,Rio Energy Participações,Non-Financial Corporate,Brazil,FALSE,NA,2018-08-15T00:00:00Z,2033-04-15T00:00:00Z,32656920,127780000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=3b70961fc8884f169dc04b9d539085f2,3b70961fc8884f169dc04b9d539085f2,MX95FE0401J4,NA,NA,NA,FEFA 19V,Fondo Especial para Financiamientos Agropecuarios (FEFA),Development Bank,Mexico,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=db1cda571f7a40d78a10fa816b44c3d0,2019-11-22T00:00:00Z,2023-02-10T00:00:00Z,128932439,2500000000,MXN
https://www.greenbondtransparency.com/bond-info/?handle=08736641da994e8497cd2ef0703f97f4,08736641da994e8497cd2ef0703f97f4,US168863DN50,NA,BBG00RHW0199,NA,Chile - USD 2032,Ministry of Finance of the Republic of Chile,Sovereign,Chile,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=b25746bc73674469a979cd1218fc9355,2020-01-22T00:00:00Z,2032-01-27T00:00:00Z,1500000000,1500000000,USD
https://www.greenbondtransparency.com/bond-info/?handle=4402b99ca0974803b1b4b959a37fca7d,4402b99ca0974803b1b4b959a37fca7d,XS2081543204,NA,BBG00QV12752,NA,CAF EUR BENCHMARK 7Y,CAF - Banco de Desarrollo de America Latina,Development Bank,Supranational,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=20ab6a5a7a89447fa8ffc6208696d342,2019-11-20T00:00:00Z,2026-11-20T00:00:00Z,825187500,750000000,EUR
https://www.greenbondtransparency.com/bond-info/?handle=846e9c246ab34723bcc280ee825e8fa8,846e9c246ab34723bcc280ee825e8fa8,NA,NA,NA,WREL#1 Note E,WREL#1 Note E,Williams Caribbean Capital,Non-Financial Corporate,Barbados,FALSE,NA,2019-06-30T00:00:00Z,2023-06-30T00:00:00Z,1500000,3000000,BBD
https://www.greenbondtransparency.com/bond-info/?handle=2a7f1db976e749ceace3907f38ec71be,2a7f1db976e749ceace3907f38ec71be,NA,NA,NA,BDMGBZ,BDMG Sustainable Bond,BDMG,Development Bank,Brazil,FALSE,NA,2020-12-18T00:00:00Z,2027-12-18T00:00:00Z,50000000,50000000,USD
https://www.greenbondtransparency.com/bond-info/?handle=f0dceb4939764cf79116320d82d6536c,f0dceb4939764cf79116320d82d6536c,LTTE15,NA,NA,NA,Gemini Energy - Linhas de Taubaté Transmissora de Energia S.A,Gemini Energy S.A.,Non-Financial Corporate,Brazil,FALSE,NA,2020-11-20T00:00:00Z,2038-11-20T00:00:00Z,76235101,410000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=5787e355e9bd42c7bc1457de45e69f11,5787e355e9bd42c7bc1457de45e69f11,PAL3009913A2,NA,BBG00QFWMT70,NA,CIFI Serie A,Corporación Interamericana para el Financiamiento de Infraestructura (CIFI),Financial Corporate,Panama,FALSE,NA,2019-09-24T00:00:00Z,2022-09-30T00:00:00Z,15000000,15000000,USD
https://www.greenbondtransparency.com/bond-info/?handle=7764daf78634437c8d58059674d26e96,7764daf78634437c8d58059674d26e96,BRTRPLDBS089,NA,BBG00R4VZ614,CTEE18,ISA CTEEP - 8ª Emissão,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,Non-Financial Corporate,Brazil,FALSE,NA,2019-12-20T00:00:00Z,2029-12-15T00:00:00Z,78700000,409000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=a140093146e2423aae9bab50d3386544,a140093146e2423aae9bab50d3386544,NA,NA,BBG0149HJGY0,NA,Local Green Bond - Series XXXV,Genneia S.A.,Non-Financial Corporate,Argentina,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=0861b552d06e4b9799ebc7a3b1aa7e2a,2021-12-23T00:00:00Z,2024-12-23T00:00:00Z,17300000,17300000,USD
https://www.greenbondtransparency.com/bond-info/?handle=25c3df197dbe40e98c935279203ab764,25c3df197dbe40e98c935279203ab764,PAL3009913I5,NA,NA,NA,CIFI Serie I,Corporación Interamericana para el Financiamiento de Infraestructura (CIFI),Financial Corporate,Panama,FALSE,NA,2020-10-02T00:00:00Z,2022-10-06T00:00:00Z,4000000,4000000,USD
https://www.greenbondtransparency.com/bond-info/?handle=f1985f32b06e470d94a2449373c82379,f1985f32b06e470d94a2449373c82379,PAL3009913D6,NA,NA,NA,CIFI Serie D,Corporación Interamericana para el Financiamiento de Infraestructura (CIFI),Financial Corporate,Panama,FALSE,NA,2019-12-16T00:00:00Z,2024-12-18T00:00:00Z,7000000,7000000,USD
https://www.greenbondtransparency.com/bond-info/?handle=009d5aef8eb040e39ea6ab6db3788d97,009d5aef8eb040e39ea6ab6db3788d97,PAL3009913F1,NA,NA,NA,CIFI Serie F,Corporación Interamericana para el Financiamiento de Infraestructura (CIFI),Financial Corporate,Panama,FALSE,NA,2020-02-26T00:00:00Z,2023-02-28T00:00:00Z,1000000,1000000,USD
https://www.greenbondtransparency.com/bond-info/?handle=9c8ab892f54b40c8817e29c75c9c5029,9c8ab892f54b40c8817e29c75c9c5029,MXCDBA0300C8,NA,BBG01386H8Q6,BACMEXT 21-3X,Bancomext Senior Notes 21 3x,Bancomext,Financial Corporate,Mexico,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=41f78746078d444787f9a1f78b30153c,2021-10-26T00:00:00Z,2031-10-17T00:00:00Z,295195690,6000000000,MXN
https://www.greenbondtransparency.com/bond-info/?handle=9e3d5a4bf8ef4c9bb3306040e0cd6790,9e3d5a4bf8ef4c9bb3306040e0cd6790,USP58072AL66,NA,BBG00GCM8LR8,NA,Green Bond CMPC 2017,CMPC,Non-Financial Corporate,Chile,FALSE,NA,2017-04-04T00:00:00Z,2027-04-04T00:00:00Z,500000000,500000000,USD
https://www.greenbondtransparency.com/bond-info/?handle=5b9bc195be534adaa28f29ea980225c8,5b9bc195be534adaa28f29ea980225c8,BRTRPLDBS0D1,NA,BBG00YG422X6,CTEE29,ISA CTEEP - 9ª Emissão (2ª Serie),CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,Non-Financial Corporate,Brazil,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=e791ce8ea3eb4c6897df799280b78881,2020-12-07T00:00:00Z,2044-05-15T00:00:00Z,154000000,800000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=19c1f11e1a3f444cae63d334393894ed,19c1f11e1a3f444cae63d334393894ed,PEP50420M017,NA,BBG00MCDMXF6,NA,"Green Bond Protisa Perú, CMPC",PROTISA Perú,Non-Financial Corporate,Peru,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=d8dd0247138a43a6abc81107430dc6c1,2018-10-23T00:00:00Z,2024-10-23T00:00:00Z,33012000,100000000,PEN
https://www.greenbondtransparency.com/bond-info/?handle=75ebf4bea1c94bb19c2ffc24f937cac8,75ebf4bea1c94bb19c2ffc24f937cac8,BRGAFLCRA0Z3,NA,NA,NA,CRA Tabôa Fortalecimento,Grupo Gaia,Financial Corporate,Brazil,FALSE,NA,2020-12-10T00:00:00Z,2026-03-30T00:00:00Z,208416,1050000,BRL
