bond_handle,bond_name,nomenclature,category,subcategory,project,location,date_allocation,date_disbursement,allocation_currency,allocated_allocation_currency,disbursed_allocation_currency,bond_currency,disbursed_bond_currency,disbursed_usd,refinancing,cofinancing_percentage
675b2c75c3cf4ef5be3d6cf3421d4300,ISA CTEEP - 10ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Evrecy S.A. (Minuano) - 10°,Brazil,2021-02-10T00:00:00Z,2021-12-31T00:00:00Z,BRL,325364312,35790074,BRL,35790074,6625583,FALSE,0.48
675b2c75c3cf4ef5be3d6cf3421d4300,ISA CTEEP - 10ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Evrecy S.A. (Minuano) - 10°,Brazil,2021-02-10T00:00:00Z,2021-12-31T00:00:00Z,BRL,325364312,35790074,BRL,35790074,6625583,FALSE,0.48
44e27f4e41cc40a693f0cb8b082426ca,Fibria Green Bond 2027,Climate Bonds Initiative Project Classification,Land-use,Commercial Forestry,Forest Maintenance,Brazil,2019-12-01T00:00:00Z,2019-12-01T00:00:00Z,BRL,41100000,41100000,USD,10400000,10400000,FALSE,1
44e27f4e41cc40a693f0cb8b082426ca,Fibria Green Bond 2027,Climate Bonds Initiative Project Classification,Land-use,Commercial Forestry,Forest Maintenance,Brazil,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,BRL,60400000,60400000,USD,16500000,16500000,FALSE,1
44e27f4e41cc40a693f0cb8b082426ca,Fibria Green Bond 2027,Climate Bonds Initiative Project Classification,Land-use,Commercial Forestry,Forest Maintenance,Brazil,2017-12-01T00:00:00Z,2017-12-01T00:00:00Z,BRL,66700000,66700000,USD,21100000,21100000,FALSE,1
44e27f4e41cc40a693f0cb8b082426ca,Fibria Green Bond 2027,Climate Bonds Initiative Project Classification,Land-use,Commercial Forestry,Forest Maintenance,Brazil,2016-12-01T00:00:00Z,2016-12-01T00:00:00Z,BRL,66300000,66300000,USD,19000000,19000000,FALSE,1
44e27f4e41cc40a693f0cb8b082426ca,Fibria Green Bond 2027,Climate Bonds Initiative Project Classification,Land-use,Commercial Forestry,Forest Maintenance,Brazil,2015-12-01T00:00:00Z,2015-12-01T00:00:00Z,BRL,35300000,35300000,USD,10600000,10600000,FALSE,1
44e27f4e41cc40a693f0cb8b082426ca,Fibria Green Bond 2027,ICMA Green Bonds Principles Project Categories,Environmental management,Forestry,Forest Maintenance,Brazil,2019-12-01T00:00:00Z,2019-12-01T00:00:00Z,BRL,41100000,41100000,USD,10400000,10400000,FALSE,1
44e27f4e41cc40a693f0cb8b082426ca,Fibria Green Bond 2027,ICMA Green Bonds Principles Project Categories,Environmental management,Forestry,Forest Maintenance,Brazil,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,BRL,60400000,60400000,USD,16500000,16500000,FALSE,1
44e27f4e41cc40a693f0cb8b082426ca,Fibria Green Bond 2027,ICMA Green Bonds Principles Project Categories,Environmental management,Forestry,Forest Maintenance,Brazil,2017-12-01T00:00:00Z,2017-12-01T00:00:00Z,BRL,66700000,66700000,USD,21100000,21100000,FALSE,1
44e27f4e41cc40a693f0cb8b082426ca,Fibria Green Bond 2027,ICMA Green Bonds Principles Project Categories,Environmental management,Forestry,Forest Maintenance,Brazil,2016-12-01T00:00:00Z,2016-12-01T00:00:00Z,BRL,66300000,66300000,USD,19000000,19000000,FALSE,1
44e27f4e41cc40a693f0cb8b082426ca,Fibria Green Bond 2027,ICMA Green Bonds Principles Project Categories,Environmental management,Forestry,Forest Maintenance,Brazil,2015-12-01T00:00:00Z,2015-12-01T00:00:00Z,BRL,35300000,35300000,USD,10600000,10600000,FALSE,1
44e27f4e41cc40a693f0cb8b082426ca,Fibria Green Bond 2027,Climate Bonds Initiative Project Classification,Land-use,Commercial Forestry,Forest Protection and Management,Brazil,2019-12-01T00:00:00Z,2019-12-01T00:00:00Z,BRL,97100000,97100000,USD,24600000,24600000,TRUE,1
44e27f4e41cc40a693f0cb8b082426ca,Fibria Green Bond 2027,Climate Bonds Initiative Project Classification,Land-use,Commercial Forestry,Forest Protection and Management,Brazil,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,BRL,139600000,139600000,USD,38200000,38200000,TRUE,1
44e27f4e41cc40a693f0cb8b082426ca,Fibria Green Bond 2027,Climate Bonds Initiative Project Classification,Land-use,Commercial Forestry,Forest Protection and Management,Brazil,2017-12-01T00:00:00Z,2017-12-01T00:00:00Z,BRL,134400000,134400000,USD,42100000,42100000,TRUE,1
44e27f4e41cc40a693f0cb8b082426ca,Fibria Green Bond 2027,Climate Bonds Initiative Project Classification,Land-use,Commercial Forestry,Forest Protection and Management,Brazil,2016-12-01T00:00:00Z,2016-12-01T00:00:00Z,BRL,128300000,128300000,USD,36800000,36800000,TRUE,1
