bond_handle,bond_name,nomenclature,category,subcategory,project,location,date_allocation,date_disbursement,allocation_currency,allocated_allocation_currency,disbursed_allocation_currency,bond_currency,disbursed_bond_currency,disbursed_usd,refinancing,cofinancing_percentage
1fd5c178da6148569a42c52f45981714,Bancolombia Bono Verde 1,Climate Bonds Initiative Project Classification,Energy,Hydro,GB 1 Proyecto 1,Colombia,2016-12-05T00:00:00Z,2016-12-05T00:00:00Z,COP,5271430000,5271430000,COP,5271430000,1722104,TRUE,0.92
1fd5c178da6148569a42c52f45981714,Bancolombia Bono Verde 1,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,GB 1 Proyecto 1,Colombia,2016-12-05T00:00:00Z,2016-12-05T00:00:00Z,COP,5271430000,5271430000,COP,5271430000,1722104,TRUE,0.92
1fd5c178da6148569a42c52f45981714,Bancolombia Bono Verde 1,Climate Bonds Initiative Project Classification,Energy,Hydro,GB 1 Proyecto 2,Colombia,2016-12-05T00:00:00Z,2016-12-05T00:00:00Z,COP,2488157000,2488157000,COP,2488157000,812847,TRUE,0.92
1fd5c178da6148569a42c52f45981714,Bancolombia Bono Verde 1,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,GB 1 Proyecto 2,Colombia,2016-12-05T00:00:00Z,2016-12-05T00:00:00Z,COP,2488157000,2488157000,COP,2488157000,812847,TRUE,0.92
1fd5c178da6148569a42c52f45981714,Bancolombia Bono Verde 1,Climate Bonds Initiative Project Classification,Energy,Hydro,GB 1 Proyecto 4,Colombia,2016-12-05T00:00:00Z,2016-12-05T00:00:00Z,COP,79175253000,79175253000,COP,79175253000,25865474,TRUE,0.92
1fd5c178da6148569a42c52f45981714,Bancolombia Bono Verde 1,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,GB 1 Proyecto 4,Colombia,2016-12-05T00:00:00Z,2016-12-05T00:00:00Z,COP,79175253000,79175253000,COP,79175253000,25865474,TRUE,0.92
1fd5c178da6148569a42c52f45981714,Bancolombia Bono Verde 1,Climate Bonds Initiative Project Classification,Energy,Hydro,GB 1 Proyecto 7,Colombia,2016-12-05T00:00:00Z,2016-12-05T00:00:00Z,COP,85156698000,85156698000,COP,85156698000,27819531,TRUE,0.92
1fd5c178da6148569a42c52f45981714,Bancolombia Bono Verde 1,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,GB 1 Proyecto 7,Colombia,2016-12-05T00:00:00Z,2016-12-05T00:00:00Z,COP,85156698000,85156698000,COP,85156698000,27819531,TRUE,0.92
1fd5c178da6148569a42c52f45981714,Bancolombia Bono Verde 1,Climate Bonds Initiative Project Classification,Energy,Hydro,GB 1 Proyecto 8,Colombia,2016-12-05T00:00:00Z,2016-12-05T00:00:00Z,COP,21379716000,21379716000,COP,21379716000,6984461,TRUE,0.92
1fd5c178da6148569a42c52f45981714,Bancolombia Bono Verde 1,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,GB 1 Proyecto 8,Colombia,2016-12-05T00:00:00Z,2016-12-05T00:00:00Z,COP,21379716000,21379716000,COP,21379716000,6984461,TRUE,0.92
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,Climate Bonds Initiative Project Classification,Water,Flood defence,Construcción de la planta de bombeo y laguna de regulación en la U.H. Vicente Guerrero - 16,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,156000000,136861823,MXN,136861823,7236160,FALSE,0.24
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,ICMA Green Bonds Principles Project Categories,Water and wastewater,Flooding mitigation,Construcción de la planta de bombeo y laguna de regulación en la U.H. Vicente Guerrero - 16,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,156000000,136861823,MXN,136861823,7236160,FALSE,0.24
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,Climate Bonds Initiative Project Classification,Water,Treatment,Construcción de la Planta Potabilizadora Selene - 16,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,107699998,92711165,MXN,92711165,4901826,FALSE,0.45
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,ICMA Green Bonds Principles Project Categories,Water and wastewater,Infrastructure,Construcción de la Planta Potabilizadora Selene - 16,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,107699998,92711165,MXN,92711165,4901826,FALSE,0.45
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,Climate Bonds Initiative Project Classification,Water,Storage,Reposición de 8 Pozos de Agua Potable - 16,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,60080000,45415990,MXN,45415990,2401235,FALSE,0.18
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,ICMA Green Bonds Principles Project Categories,Water and wastewater,Infrastructure,Reposición de 8 Pozos de Agua Potable - 16,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,60080000,45415990,MXN,45415990,2401235,FALSE,0.18
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,Climate Bonds Initiative Project Classification,Water,Distribution,Construcción del Cárcamo de bombeo el Molino,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,32068924,8818972,MXN,8818972,466277,FALSE,0.42
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,ICMA Green Bonds Principles Project Categories,Water and wastewater,Urban drainage,Construcción del Cárcamo de bombeo el Molino,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,32068924,8818972,MXN,8818972,466277,FALSE,0.42
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,Climate Bonds Initiative Project Classification,Water,Treatment,Planta Potabilizadora Rio Hondo - 16,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,30000000,28170777,MXN,28170777,1489446,FALSE,0.35
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,ICMA Green Bonds Principles Project Categories,Water and wastewater,Infrastructure,Planta Potabilizadora Rio Hondo - 16,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,30000000,28170777,MXN,28170777,1489446,FALSE,0.35
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,Climate Bonds Initiative Project Classification,Water,Flood defence,Colector de agua Azcapotzalco-La Villa,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,21000000,610359,MXN,610359,32271,FALSE,0.21
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,ICMA Green Bonds Principles Project Categories,Water and wastewater,Flooding mitigation,Colector de agua Azcapotzalco-La Villa,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,21000000,610359,MXN,610359,32271,FALSE,0.21
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,Climate Bonds Initiative Project Classification,Water,Distribution,Planta de Bombeo Municipio Libre,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,20000000,19965051,MXN,19965051,1055592,FALSE,0.34
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,ICMA Green Bonds Principles Project Categories,Water and wastewater,Urban drainage,Planta de Bombeo Municipio Libre,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,20000000,19965051,MXN,19965051,1055592,FALSE,0.34
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,Climate Bonds Initiative Project Classification,Water,Flood defence,Colector de agua Electricistas,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,17971011,2791677,MXN,2791677,147602,FALSE,0.44
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,ICMA Green Bonds Principles Project Categories,Water and wastewater,Flooding mitigation,Colector de agua Electricistas,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,17971011,2791677,MXN,2791677,147602,FALSE,0.44
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,Climate Bonds Initiative Project Classification,Water,Flood defence,Colector de agua Poniente 112,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,13500000,7487784,MXN,7487784,395894,FALSE,0.13
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,ICMA Green Bonds Principles Project Categories,Water and wastewater,Flooding mitigation,Colector de agua Poniente 112,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,13500000,7487784,MXN,7487784,395894,FALSE,0.13
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,Climate Bonds Initiative Project Classification,Water,Treatment,Línea de agua potable Artesanias -Tanque de agua Fovissste,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,6350000,3222523,MXN,3222523,170381,FALSE,0.26
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,ICMA Green Bonds Principles Project Categories,Water and wastewater,Infrastructure,Línea de agua potable Artesanias -Tanque de agua Fovissste,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,6350000,3222523,MXN,3222523,170381,FALSE,0.26
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,Climate Bonds Initiative Project Classification,Water,Distribution,Drenaje Av. De la Industria,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,5200000,5106348,MXN,5106348,269983,FALSE,0.46
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,ICMA Green Bonds Principles Project Categories,Water and wastewater,Urban drainage,Drenaje Av. De la Industria,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,5200000,5106348,MXN,5106348,269983,FALSE,0.46
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,Climate Bonds Initiative Project Classification,Water,Flood defence,Colector de agua Violeta,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,4176119,4086116,MXN,4086116,216041,FALSE,0.15
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,ICMA Green Bonds Principles Project Categories,Water and wastewater,Flooding mitigation,Colector de agua Violeta,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,4176119,4086116,MXN,4086116,216041,FALSE,0.15
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,Climate Bonds Initiative Project Classification,Energy,Grid,Mejora y mantenimiento del alumbrado público - 16,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,65022222,65022222,MXN,65022222,3437856,FALSE,0.03
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,ICMA Green Bonds Principles Project Categories,Energy efficiency,Smart grids,Mejora y mantenimiento del alumbrado público - 16,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,65022222,65022222,MXN,65022222,3437856,FALSE,0.03
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,Climate Bonds Initiative Project Classification,Transport,Rail,Mejora del STC - 16,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,186825339,158786066,MXN,158786066,8395339,FALSE,0.18
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,ICMA Green Bonds Principles Project Categories,Clean transportation,Rail,Mejora del STC - 16,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,186825339,158786066,MXN,158786066,8395339,FALSE,0.18
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,Climate Bonds Initiative Project Classification,Transport,Low Carbon Buses,Metrobús Línea 5 - 16,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,328125000,328125000,MXN,328125000,17348630,TRUE,NA
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,ICMA Green Bonds Principles Project Categories,Clean transportation,Vehicle infrastructure,Metrobús Línea 5 - 16,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,328125000,328125000,MXN,328125000,17348630,TRUE,NA
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,Climate Bonds Initiative Project Classification,Transport,Rail,Adquisición de 4 trenes Tren Ligero CDMX - 16,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,113173653,92818127,MXN,92818127,4907481,TRUE,NA
fe8a86a4318f49fb850f1dfa256f263b,GCDMXCB 16V,ICMA Green Bonds Principles Project Categories,Clean transportation,Rail,Adquisición de 4 trenes Tren Ligero CDMX - 16,Mexico,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,MXN,113173653,92818127,MXN,92818127,4907481,TRUE,NA
1fd5c178da6148569a42c52f45981714,Bancolombia Bono Verde 1,Climate Bonds Initiative Project Classification,Buildings,Commercial,GB 1 Proyecto 3,Colombia,2016-12-05T00:00:00Z,2016-12-05T00:00:00Z,COP,78711188000,78711188000,COP,78711188000,25713871,FALSE,0.92
1fd5c178da6148569a42c52f45981714,Bancolombia Bono Verde 1,ICMA Green Bonds Principles Project Categories,Green buildings,Commercial,GB 1 Proyecto 3,Colombia,2016-12-05T00:00:00Z,2016-12-05T00:00:00Z,COP,78711188000,78711188000,COP,78711188000,25713871,FALSE,0.92
1fd5c178da6148569a42c52f45981714,Bancolombia Bono Verde 1,Climate Bonds Initiative Project Classification,Buildings,Commercial,GB 1 Proyecto 9,Colombia,2016-12-05T00:00:00Z,2016-12-05T00:00:00Z,COP,21195408000,21195408000,COP,21195408000,6924250,FALSE,0.92
1fd5c178da6148569a42c52f45981714,Bancolombia Bono Verde 1,ICMA Green Bonds Principles Project Categories,Green buildings,Commercial,GB 1 Proyecto 9,Colombia,2016-12-05T00:00:00Z,2016-12-05T00:00:00Z,COP,21195408000,21195408000,COP,21195408000,6924250,FALSE,0.92
19a9b617aa704f8285094522d06a5367,Neoenergia - 6ª emissão de debêntures,Climate Bonds Initiative Project Classification,Energy,Hydro,Baixo Iguaçu,Brazil,2019-07-23T00:00:00Z,2020-03-30T00:00:00Z,BRL,400000000,400000000,BRL,400000000,77016385,TRUE,0.17
19a9b617aa704f8285094522d06a5367,Neoenergia - 6ª emissão de debêntures,ICMA Green Bonds Principles Project Categories,Other,Unspecified,Baixo Iguaçu,Brazil,2019-07-23T00:00:00Z,2020-03-30T00:00:00Z,BRL,400000000,400000000,BRL,400000000,77016385,TRUE,0.17
1fd5c178da6148569a42c52f45981714,Bancolombia Bono Verde 1,Climate Bonds Initiative Project Classification,Buildings,Commercial,GB 1 Proyecto 11,Colombia,2016-12-05T00:00:00Z,2016-12-05T00:00:00Z,COP,31793112000,31793112000,COP,31793112000,10386376,FALSE,0.92
1fd5c178da6148569a42c52f45981714,Bancolombia Bono Verde 1,ICMA Green Bonds Principles Project Categories,Green buildings,Commercial,GB 1 Proyecto 11,Colombia,2016-12-05T00:00:00Z,2016-12-05T00:00:00Z,COP,31793112000,31793112000,COP,31793112000,10386376,FALSE,0.92
19a9b617aa704f8285094522d06a5367,Neoenergia - 6ª emissão de debêntures,Climate Bonds Initiative Project Classification,Energy,Wind,Chafariz 1,Brazil,2019-07-23T00:00:00Z,2020-03-30T00:00:00Z,BRL,15500000,15500000,BRL,15500000,2984385,TRUE,0.1
19a9b617aa704f8285094522d06a5367,Neoenergia - 6ª emissão de debêntures,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Chafariz 1,Brazil,2019-07-23T00:00:00Z,2020-03-30T00:00:00Z,BRL,15500000,15500000,BRL,15500000,2984385,TRUE,0.1
1fd5c178da6148569a42c52f45981714,Bancolombia Bono Verde 1,Climate Bonds Initiative Project Classification,Buildings,Commercial,GB 1 Proyecto 12,Colombia,2016-12-05T00:00:00Z,2016-12-05T00:00:00Z,COP,24829038000,24829038000,COP,24829038000,8111308,FALSE,0.92
1fd5c178da6148569a42c52f45981714,Bancolombia Bono Verde 1,ICMA Green Bonds Principles Project Categories,Green buildings,Commercial,GB 1 Proyecto 12,Colombia,2016-12-05T00:00:00Z,2016-12-05T00:00:00Z,COP,24829038000,24829038000,COP,24829038000,8111308,FALSE,0.92
6f46459260bb4254a71f833639627109,Bancolombia Bono Verde 2,Climate Bonds Initiative Project Classification,Energy,Hydro,GB 2 Proyecto 1,Colombia,2018-07-18T00:00:00Z,2018-07-18T00:00:00Z,COP,86848745982,86848745982,COP,86848745982,30173835,TRUE,0.98
6f46459260bb4254a71f833639627109,Bancolombia Bono Verde 2,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,GB 2 Proyecto 1,Colombia,2018-07-18T00:00:00Z,2018-07-18T00:00:00Z,COP,86848745982,86848745982,COP,86848745982,30173835,TRUE,0.98
6f46459260bb4254a71f833639627109,Bancolombia Bono Verde 2,Climate Bonds Initiative Project Classification,Energy,Hydro,GB 2 Proyecto 2,Colombia,2018-07-18T00:00:00Z,2018-07-18T00:00:00Z,COP,86323785852,86323785852,COP,86323785852,29991448,TRUE,0.98
6f46459260bb4254a71f833639627109,Bancolombia Bono Verde 2,ICMA Green Bonds Principles Project Categories,Renewable energy,Appliances,GB 2 Proyecto 2,Colombia,2018-07-18T00:00:00Z,2018-07-18T00:00:00Z,COP,86323785852,86323785852,COP,86323785852,29991448,TRUE,0.98
6f46459260bb4254a71f833639627109,Bancolombia Bono Verde 2,Climate Bonds Initiative Project Classification,Energy,Storage,GB 2 Proyecto 3,Colombia,2018-07-18T00:00:00Z,2018-07-18T00:00:00Z,COP,33178172623,33178172623,COP,33178172623,11527083,TRUE,0.98
19a9b617aa704f8285094522d06a5367,Neoenergia - 6ª emissão de debêntures,Climate Bonds Initiative Project Classification,Energy,Wind,Chafariz 2,Brazil,2019-07-23T00:00:00Z,2020-03-30T00:00:00Z,BRL,15500000,15500000,BRL,15500000,2984385,TRUE,0.1
19a9b617aa704f8285094522d06a5367,Neoenergia - 6ª emissão de debêntures,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Chafariz 2,Brazil,2019-07-23T00:00:00Z,2020-03-30T00:00:00Z,BRL,15500000,15500000,BRL,15500000,2984385,TRUE,0.1
6f46459260bb4254a71f833639627109,Bancolombia Bono Verde 2,ICMA Green Bonds Principles Project Categories,Energy efficiency,District heating,GB 2 Proyecto 3,Colombia,2018-07-18T00:00:00Z,2018-07-18T00:00:00Z,COP,33178172623,33178172623,COP,33178172623,11527083,TRUE,0.98
6f46459260bb4254a71f833639627109,Bancolombia Bono Verde 2,Climate Bonds Initiative Project Classification,Energy,Bioenergy,GB 2 Proyecto 4,Colombia,2018-07-18T00:00:00Z,2018-07-18T00:00:00Z,COP,3415400123,3415400123,COP,3415400123,1186611,TRUE,0.98
6f46459260bb4254a71f833639627109,Bancolombia Bono Verde 2,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,GB 2 Proyecto 4,Colombia,2018-07-18T00:00:00Z,2018-07-18T00:00:00Z,COP,3415400123,3415400123,COP,3415400123,1186611,TRUE,0.98
19a9b617aa704f8285094522d06a5367,Neoenergia - 6ª emissão de debêntures,Climate Bonds Initiative Project Classification,Energy,Wind,Chafariz 3,Brazil,2019-07-23T00:00:00Z,2020-03-30T00:00:00Z,BRL,6200000,6200000,BRL,6200000,1193754,TRUE,0.04
19a9b617aa704f8285094522d06a5367,Neoenergia - 6ª emissão de debêntures,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Chafariz 3,Brazil,2019-07-23T00:00:00Z,2020-03-30T00:00:00Z,BRL,6200000,6200000,BRL,6200000,1193754,TRUE,0.04
6f46459260bb4254a71f833639627109,Bancolombia Bono Verde 2,Climate Bonds Initiative Project Classification,Buildings,Residential,GB 2 Proyecto 14,Colombia,2018-07-18T00:00:00Z,2018-07-18T00:00:00Z,COP,41643485785,41643485785,COP,41643485785,14468184,TRUE,0.98
6f46459260bb4254a71f833639627109,Bancolombia Bono Verde 2,ICMA Green Bonds Principles Project Categories,Green buildings,Residential,GB 2 Proyecto 14,Colombia,2018-07-18T00:00:00Z,2018-07-18T00:00:00Z,COP,41643485785,41643485785,COP,41643485785,14468184,TRUE,0.98
6f46459260bb4254a71f833639627109,Bancolombia Bono Verde 2,Climate Bonds Initiative Project Classification,Buildings,Residential,GB 2 Proyecto 15,Colombia,2018-07-18T00:00:00Z,2018-07-18T00:00:00Z,COP,19315551438,19315551438,COP,19315551438,6710796,TRUE,0.98
6f46459260bb4254a71f833639627109,Bancolombia Bono Verde 2,ICMA Green Bonds Principles Project Categories,Green buildings,Residential,GB 2 Proyecto 15,Colombia,2018-07-18T00:00:00Z,2018-07-18T00:00:00Z,COP,19315551438,19315551438,COP,19315551438,6710796,TRUE,0.98
6f46459260bb4254a71f833639627109,Bancolombia Bono Verde 2,Climate Bonds Initiative Project Classification,Buildings,Residential,GB 2 Proyecto 16,Colombia,2018-07-18T00:00:00Z,2018-07-18T00:00:00Z,COP,29274858197,29274858197,COP,29274858197,10170956,TRUE,0.98
6f46459260bb4254a71f833639627109,Bancolombia Bono Verde 2,ICMA Green Bonds Principles Project Categories,Green buildings,Residential,GB 2 Proyecto 16,Colombia,2018-07-18T00:00:00Z,2018-07-18T00:00:00Z,COP,29274858197,29274858197,COP,29274858197,10170956,TRUE,0.98
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,Climate Bonds Initiative Project Classification,Buildings,Residential,SB Proyecto 2,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,30000000000,30000000000,COP,30000000000,9425041,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,ICMA Green Bonds Principles Project Categories,Green buildings,Residential,SB Proyecto 2,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,30000000000,30000000000,COP,30000000000,9425041,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,Climate Bonds Initiative Project Classification,Buildings,Residential,SB Proyecto 5,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,17400000000,17400000000,COP,17400000000,5466524,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,ICMA Green Bonds Principles Project Categories,Green buildings,Residential,SB Proyecto 5,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,17400000000,17400000000,COP,17400000000,5466524,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,Climate Bonds Initiative Project Classification,Buildings,Residential,SB Proyecto 6,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,30000000000,30000000000,COP,30000000000,9425041,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,ICMA Green Bonds Principles Project Categories,Green buildings,Residential,SB Proyecto 6,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,30000000000,30000000000,COP,30000000000,9425041,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,Climate Bonds Initiative Project Classification,Buildings,Commercial,SB Proyecto 7,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,30000000000,30000000000,COP,30000000000,9425041,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,ICMA Green Bonds Principles Project Categories,Green buildings,Commercial,SB Proyecto 7,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,30000000000,30000000000,COP,30000000000,9425041,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,Climate Bonds Initiative Project Classification,Buildings,Commercial,SB Proyecto 8,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,23145000000,23145000000,COP,23145000000,7271419,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,ICMA Green Bonds Principles Project Categories,Green buildings,Commercial,SB Proyecto 8,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,23145000000,23145000000,COP,23145000000,7271419,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,Climate Bonds Initiative Project Classification,Buildings,Residential,SB Proyecto 9,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,19090000000,19090000000,COP,19090000000,5997468,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,ICMA Green Bonds Principles Project Categories,Green buildings,Residential,SB Proyecto 9,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,19090000000,19090000000,COP,19090000000,5997468,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,Climate Bonds Initiative Project Classification,Buildings,Residential,SB Proyecto 10,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,30000000000,30000000000,COP,30000000000,9425041,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,ICMA Green Bonds Principles Project Categories,Green buildings,Residential,SB Proyecto 10,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,30000000000,30000000000,COP,30000000000,9425041,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,Climate Bonds Initiative Project Classification,Buildings,Residential,SB Proyecto 11,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,30000000000,30000000000,COP,30000000000,9425041,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,ICMA Green Bonds Principles Project Categories,Green buildings,Residential,SB Proyecto 11,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,30000000000,30000000000,COP,30000000000,9425041,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,Climate Bonds Initiative Project Classification,Buildings,Commercial,SB Proyecto 12,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,20000000000,20000000000,COP,20000000000,6283361,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,ICMA Green Bonds Principles Project Categories,Green buildings,Commercial,SB Proyecto 12,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,20000000000,20000000000,COP,20000000000,6283361,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,Climate Bonds Initiative Project Classification,Buildings,Commercial,SB Proyecto 13,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,20000000000,20000000000,COP,20000000000,6283361,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,ICMA Green Bonds Principles Project Categories,Green buildings,Commercial,SB Proyecto 13,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,20000000000,20000000000,COP,20000000000,6283361,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,Climate Bonds Initiative Project Classification,Buildings,Commercial,SB Proyecto 14,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,20000000000,20000000000,COP,20000000000,6283361,TRUE,0.97
33ceef813ef14aac8ab44dc3a53606d8,Bancolombia Bono Sostenible,ICMA Green Bonds Principles Project Categories,Green buildings,Commercial,SB Proyecto 14,Colombia,2019-07-19T00:00:00Z,2019-07-19T00:00:00Z,COP,20000000000,20000000000,COP,20000000000,6283361,TRUE,0.97
