bond_handle,bond_name,nomenclature,category,subcategory,project,location,indicator,unit,planned_value,measured_value,can_be_aggregated,methodology_code,measurement_period_start,measurement_period_end
d926bd6190f14503bf5981ccf4d7c715,BNDES Green Bond 2017,Climate Bonds Initiative Project Classification,Energy,Wind,UEE Servtec 2,Brazil,MWh energy generated,megawatt-hour,NA,288244.47000000003,TRUE,NA,2020-01-01T00:00:00Z,2020-12-01T00:00:00Z
d926bd6190f14503bf5981ccf4d7c715,BNDES Green Bond 2017,ISO,Other,Unspecified,UEE Servtec 2,Brazil,tCO2e reduced,metric ton,NA,13193,TRUE,NA,2018-01-01T00:00:00Z,2018-12-01T00:00:00Z
d926bd6190f14503bf5981ccf4d7c715,BNDES Green Bond 2017,EU Taxonomy Green Bonds Standard,Other,Unspecified,UEE Servtec 2,Brazil,tCO2e reduced,metric ton,NA,13193,TRUE,NA,2018-01-01T00:00:00Z,2018-12-01T00:00:00Z
d926bd6190f14503bf5981ccf4d7c715,BNDES Green Bond 2017,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,UEE Servtec 2,Brazil,tCO2e reduced,metric ton,NA,13193,TRUE,NA,2018-01-01T00:00:00Z,2018-12-01T00:00:00Z
d926bd6190f14503bf5981ccf4d7c715,BNDES Green Bond 2017,Climate Bonds Initiative Project Classification,Energy,Wind,UEE Servtec 2,Brazil,tCO2e reduced,metric ton,NA,13193,TRUE,NA,2018-01-01T00:00:00Z,2018-12-01T00:00:00Z
d926bd6190f14503bf5981ccf4d7c715,BNDES Green Bond 2017,ISO,Other,Unspecified,UEE Servtec 2,Brazil,tCO2e reduced,metric ton,NA,20860,TRUE,NA,2019-01-01T00:00:00Z,2019-12-01T00:00:00Z
d926bd6190f14503bf5981ccf4d7c715,BNDES Green Bond 2017,EU Taxonomy Green Bonds Standard,Other,Unspecified,UEE Servtec 2,Brazil,tCO2e reduced,metric ton,NA,20860,TRUE,NA,2019-01-01T00:00:00Z,2019-12-01T00:00:00Z
d926bd6190f14503bf5981ccf4d7c715,BNDES Green Bond 2017,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,UEE Servtec 2,Brazil,tCO2e reduced,metric ton,NA,20860,TRUE,NA,2019-01-01T00:00:00Z,2019-12-01T00:00:00Z
d926bd6190f14503bf5981ccf4d7c715,BNDES Green Bond 2017,Climate Bonds Initiative Project Classification,Energy,Wind,UEE Servtec 2,Brazil,tCO2e reduced,metric ton,NA,20860,TRUE,NA,2019-01-01T00:00:00Z,2019-12-01T00:00:00Z
d926bd6190f14503bf5981ccf4d7c715,BNDES Green Bond 2017,ISO,Other,Unspecified,UEE Servtec 2,Brazil,tCO2e reduced,metric ton,NA,16006.215419100005,TRUE,NA,2020-01-01T00:00:00Z,2020-12-01T00:00:00Z
d926bd6190f14503bf5981ccf4d7c715,BNDES Green Bond 2017,EU Taxonomy Green Bonds Standard,Other,Unspecified,UEE Servtec 2,Brazil,tCO2e reduced,metric ton,NA,16006.215419100005,TRUE,NA,2020-01-01T00:00:00Z,2020-12-01T00:00:00Z
d926bd6190f14503bf5981ccf4d7c715,BNDES Green Bond 2017,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,UEE Servtec 2,Brazil,tCO2e reduced,metric ton,NA,16006.215419100005,TRUE,NA,2020-01-01T00:00:00Z,2020-12-01T00:00:00Z
d926bd6190f14503bf5981ccf4d7c715,BNDES Green Bond 2017,Climate Bonds Initiative Project Classification,Energy,Wind,UEE Servtec 2,Brazil,tCO2e reduced,metric ton,NA,16006.215419100005,TRUE,NA,2020-01-01T00:00:00Z,2020-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,900,TRUE,NA,2021-01-01T00:00:00Z,2021-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,900,TRUE,NA,2021-01-01T00:00:00Z,2021-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2022-01-01T00:00:00Z,2022-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2022-01-01T00:00:00Z,2022-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2023-01-01T00:00:00Z,2023-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2023-01-01T00:00:00Z,2023-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2024-01-01T00:00:00Z,2024-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2024-01-01T00:00:00Z,2024-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2025-01-01T00:00:00Z,2025-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2025-01-01T00:00:00Z,2025-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2026-01-01T00:00:00Z,2026-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2026-01-01T00:00:00Z,2026-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2027-01-01T00:00:00Z,2027-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2027-01-01T00:00:00Z,2027-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2028-01-01T00:00:00Z,2028-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2028-01-01T00:00:00Z,2028-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2029-01-01T00:00:00Z,2029-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2029-01-01T00:00:00Z,2029-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2030-01-01T00:00:00Z,2030-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2030-01-01T00:00:00Z,2030-12-01T00:00:00Z
3138cc32cdef45918af3cade062653bd,FEFA 18V,ICMA Green Bonds Principles Project Categories,Environmental management,Agriculture,Protected Agriculture,Mexico,m³ water saved,cubic meter,NA,67405260,TRUE,NA,2018-11-01T00:00:00Z,2019-10-01T00:00:00Z
3138cc32cdef45918af3cade062653bd,FEFA 18V,Climate Bonds Initiative Project Classification,Land-use,Agriculture,Protected Agriculture,Mexico,m³ water saved,cubic meter,NA,67405260,TRUE,NA,2018-11-01T00:00:00Z,2019-10-01T00:00:00Z
3138cc32cdef45918af3cade062653bd,FEFA 18V,ICMA Green Bonds Principles Project Categories,Environmental management,Agriculture,Protected Agriculture,Mexico,tCO2e reduced,metric ton,NA,279,TRUE,NA,2018-11-01T00:00:00Z,2019-10-01T00:00:00Z
3138cc32cdef45918af3cade062653bd,FEFA 18V,Climate Bonds Initiative Project Classification,Land-use,Agriculture,Protected Agriculture,Mexico,tCO2e reduced,metric ton,NA,279,TRUE,NA,2018-11-01T00:00:00Z,2019-10-01T00:00:00Z
3138cc32cdef45918af3cade062653bd,FEFA 18V,ICMA Green Bonds Principles Project Categories,Environmental management,Agriculture,Protected Agriculture,Mexico,m³ water saved,cubic meter,NA,67405260,TRUE,NA,2019-11-01T00:00:00Z,2020-10-01T00:00:00Z
3138cc32cdef45918af3cade062653bd,FEFA 18V,Climate Bonds Initiative Project Classification,Land-use,Agriculture,Protected Agriculture,Mexico,m³ water saved,cubic meter,NA,67405260,TRUE,NA,2019-11-01T00:00:00Z,2020-10-01T00:00:00Z
3138cc32cdef45918af3cade062653bd,FEFA 18V,ICMA Green Bonds Principles Project Categories,Environmental management,Agriculture,Protected Agriculture,Mexico,tCO2e reduced,metric ton,NA,279,TRUE,NA,2019-11-01T00:00:00Z,2020-10-01T00:00:00Z
3138cc32cdef45918af3cade062653bd,FEFA 18V,Climate Bonds Initiative Project Classification,Land-use,Agriculture,Protected Agriculture,Mexico,tCO2e reduced,metric ton,NA,279,TRUE,NA,2019-11-01T00:00:00Z,2020-10-01T00:00:00Z
3138cc32cdef45918af3cade062653bd,FEFA 18V,ICMA Green Bonds Principles Project Categories,Environmental management,Agriculture,Localized irrigation,Mexico,m³ water saved,cubic meter,NA,51916404,TRUE,NA,2018-11-01T00:00:00Z,2019-10-01T00:00:00Z
3138cc32cdef45918af3cade062653bd,FEFA 18V,Climate Bonds Initiative Project Classification,Land-use,Agriculture,Localized irrigation,Mexico,m³ water saved,cubic meter,NA,51916404,TRUE,NA,2018-11-01T00:00:00Z,2019-10-01T00:00:00Z
3138cc32cdef45918af3cade062653bd,FEFA 18V,ICMA Green Bonds Principles Project Categories,Environmental management,Agriculture,Sprinkler irrigation,Mexico,m³ water saved,cubic meter,NA,11888044,TRUE,NA,2018-11-01T00:00:00Z,2019-10-01T00:00:00Z
3138cc32cdef45918af3cade062653bd,FEFA 18V,Climate Bonds Initiative Project Classification,Land-use,Agriculture,Sprinkler irrigation,Mexico,m³ water saved,cubic meter,NA,11888044,TRUE,NA,2018-11-01T00:00:00Z,2019-10-01T00:00:00Z
3138cc32cdef45918af3cade062653bd,FEFA 18V,ICMA Green Bonds Principles Project Categories,Environmental management,Agriculture,Localized irrigation,Mexico,m³ water saved,cubic meter,NA,51916404,TRUE,NA,2019-11-01T00:00:00Z,2020-10-01T00:00:00Z
3138cc32cdef45918af3cade062653bd,FEFA 18V,Climate Bonds Initiative Project Classification,Land-use,Agriculture,Localized irrigation,Mexico,m³ water saved,cubic meter,NA,51916404,TRUE,NA,2019-11-01T00:00:00Z,2020-10-01T00:00:00Z
3138cc32cdef45918af3cade062653bd,FEFA 18V,ICMA Green Bonds Principles Project Categories,Environmental management,Agriculture,Sprinkler irrigation,Mexico,m³ water saved,cubic meter,NA,11888044,TRUE,NA,2019-11-01T00:00:00Z,2020-10-01T00:00:00Z
3138cc32cdef45918af3cade062653bd,FEFA 18V,Climate Bonds Initiative Project Classification,Land-use,Agriculture,Sprinkler irrigation,Mexico,m³ water saved,cubic meter,NA,11888044,TRUE,NA,2019-11-01T00:00:00Z,2020-10-01T00:00:00Z
3b70961fc8884f169dc04b9d539085f2,FEFA 19V,ICMA Green Bonds Principles Project Categories,Environmental management,Agriculture,Protected agriculture FEFA 19V,Mexico,m³ water saved,cubic meter,NA,5694300,TRUE,NA,2019-11-23T00:00:00Z,2020-11-23T00:00:00Z
3b70961fc8884f169dc04b9d539085f2,FEFA 19V,Climate Bonds Initiative Project Classification,Land-use,Agriculture,Protected agriculture FEFA 19V,Mexico,m³ water saved,cubic meter,NA,5694300,TRUE,NA,2019-11-23T00:00:00Z,2020-11-23T00:00:00Z
3b70961fc8884f169dc04b9d539085f2,FEFA 19V,ICMA Green Bonds Principles Project Categories,Environmental management,Agriculture,Protected agriculture FEFA 19V,Mexico,tCO2e reduced,metric ton,NA,23.5,TRUE,NA,2019-11-23T00:00:00Z,2020-11-23T00:00:00Z
3b70961fc8884f169dc04b9d539085f2,FEFA 19V,Climate Bonds Initiative Project Classification,Land-use,Agriculture,Protected agriculture FEFA 19V,Mexico,tCO2e reduced,metric ton,NA,23.5,TRUE,NA,2019-11-23T00:00:00Z,2020-11-23T00:00:00Z
3b70961fc8884f169dc04b9d539085f2,FEFA 19V,ICMA Green Bonds Principles Project Categories,Environmental management,Forestry,Forestry FEFA 19V,Mexico,tCO2e reduced,metric ton,NA,200000,TRUE,NA,2019-11-23T00:00:00Z,2020-11-23T00:00:00Z
3b70961fc8884f169dc04b9d539085f2,FEFA 19V,Climate Bonds Initiative Project Classification,Land-use,Commercial Forestry,Forestry FEFA 19V,Mexico,tCO2e reduced,metric ton,NA,200000,TRUE,NA,2019-11-23T00:00:00Z,2020-11-23T00:00:00Z
3b70961fc8884f169dc04b9d539085f2,FEFA 19V,ICMA Green Bonds Principles Project Categories,Environmental management,Agriculture,Localized irrigation FEFA19V,Mexico,m³ water saved,cubic meter,NA,18881573,TRUE,NA,2019-11-23T00:00:00Z,2020-11-23T00:00:00Z
3b70961fc8884f169dc04b9d539085f2,FEFA 19V,Climate Bonds Initiative Project Classification,Land-use,Agriculture,Localized irrigation FEFA19V,Mexico,m³ water saved,cubic meter,NA,18881573,TRUE,NA,2019-11-23T00:00:00Z,2020-11-23T00:00:00Z
3b70961fc8884f169dc04b9d539085f2,FEFA 19V,ICMA Green Bonds Principles Project Categories,Environmental management,Agriculture,Sprinkler irrigation FEFA 19V,Mexico,m³ water saved,cubic meter,NA,9025863,TRUE,NA,2019-11-23T00:00:00Z,2020-11-23T00:00:00Z
3b70961fc8884f169dc04b9d539085f2,FEFA 19V,Climate Bonds Initiative Project Classification,Land-use,Agriculture,Sprinkler irrigation FEFA 19V,Mexico,m³ water saved,cubic meter,NA,9025863,TRUE,NA,2019-11-23T00:00:00Z,2020-11-23T00:00:00Z
3b70961fc8884f169dc04b9d539085f2,FEFA 19V,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Solar photovoltaic systems FEFA 19V,Mexico,tCO2e reduced,metric ton,NA,5575,TRUE,NA,2019-11-23T00:00:00Z,2020-11-23T00:00:00Z
3b70961fc8884f169dc04b9d539085f2,FEFA 19V,Climate Bonds Initiative Project Classification,Energy,Solar,Solar photovoltaic systems FEFA 19V,Mexico,tCO2e reduced,metric ton,NA,5575,TRUE,NA,2019-11-23T00:00:00Z,2020-11-23T00:00:00Z
2d02a140e1674840929801f32b91dbf3,Suzano CRA Verde 2016,ICMA Green Bonds Principles Project Categories,Environmental management,Forestry,Sustainable forestry (Social and environmental),Brazil,ha certified wood area,hectare,NA,640622,TRUE,NA,2015-01-01T00:00:00Z,2015-12-01T00:00:00Z
2d02a140e1674840929801f32b91dbf3,Suzano CRA Verde 2016,Climate Bonds Initiative Project Classification,Land-use,Commercial Forestry,Sustainable forestry (Social and environmental),Brazil,ha certified wood area,hectare,NA,640622,TRUE,NA,2015-01-01T00:00:00Z,2015-12-01T00:00:00Z
2d02a140e1674840929801f32b91dbf3,Suzano CRA Verde 2016,ICMA Green Bonds Principles Project Categories,Environmental management,Forestry,Sustainable forestry (Social and environmental),Brazil,ha certified wood area,hectare,NA,729010,TRUE,NA,2016-01-01T00:00:00Z,2016-12-01T00:00:00Z
2d02a140e1674840929801f32b91dbf3,Suzano CRA Verde 2016,Climate Bonds Initiative Project Classification,Land-use,Commercial Forestry,Sustainable forestry (Social and environmental),Brazil,ha certified wood area,hectare,NA,729010,TRUE,NA,2016-01-01T00:00:00Z,2016-12-01T00:00:00Z
2d02a140e1674840929801f32b91dbf3,Suzano CRA Verde 2016,ICMA Green Bonds Principles Project Categories,Environmental management,Forestry,Sustainable forestry (Social and environmental),Brazil,ha certified wood area,hectare,NA,823074,TRUE,NA,2017-01-01T00:00:00Z,2017-12-01T00:00:00Z
2d02a140e1674840929801f32b91dbf3,Suzano CRA Verde 2016,Climate Bonds Initiative Project Classification,Land-use,Commercial Forestry,Sustainable forestry (Social and environmental),Brazil,ha certified wood area,hectare,NA,823074,TRUE,NA,2017-01-01T00:00:00Z,2017-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2031-01-01T00:00:00Z,2031-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2031-01-01T00:00:00Z,2031-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2032-01-01T00:00:00Z,2032-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2032-01-01T00:00:00Z,2032-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2033-01-01T00:00:00Z,2033-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2033-01-01T00:00:00Z,2033-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2034-01-01T00:00:00Z,2034-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2034-01-01T00:00:00Z,2034-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2035-01-01T00:00:00Z,2035-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2035-01-01T00:00:00Z,2035-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2036-01-01T00:00:00Z,2036-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica João Pinheiro,Brazil,MWh renewable energy generation,megawatt-hour,5950,NA,TRUE,NA,2036-01-01T00:00:00Z,2036-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica Arcos 25,Brazil,MWh renewable energy generation,megawatt-hour,6330,NA,TRUE,NA,2022-01-01T00:00:00Z,2022-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica Arcos 25,Brazil,MWh renewable energy generation,megawatt-hour,6330,NA,TRUE,NA,2022-01-01T00:00:00Z,2022-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica Arcos 25,Brazil,MWh renewable energy generation,megawatt-hour,6330,NA,TRUE,NA,2023-01-01T00:00:00Z,2023-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica Arcos 25,Brazil,MWh renewable energy generation,megawatt-hour,6330,NA,TRUE,NA,2023-01-01T00:00:00Z,2023-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica Arcos 25,Brazil,MWh renewable energy generation,megawatt-hour,6330,NA,TRUE,NA,2024-01-01T00:00:00Z,2024-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica Arcos 25,Brazil,MWh renewable energy generation,megawatt-hour,6330,NA,TRUE,NA,2024-01-01T00:00:00Z,2024-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Usina fotovoltaica Arcos 25,Brazil,MWh renewable energy generation,megawatt-hour,6330,NA,TRUE,NA,2025-01-01T00:00:00Z,2025-12-01T00:00:00Z
5350c0b9a9a4490689021b2d8added30,Green CRI Órigo,Climate Bonds Initiative Project Classification,Energy,Solar,Usina fotovoltaica Arcos 25,Brazil,MWh renewable energy generation,megawatt-hour,6330,NA,TRUE,NA,2025-01-01T00:00:00Z,2025-12-01T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Tibagi S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,795,TRUE,NA,2021-01-01T00:00:00Z,2021-09-30T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Tibagi S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,795,TRUE,NA,2021-01-01T00:00:00Z,2021-09-30T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Tibagi S.A. - 8°,Brazil,% revenue green users,percent,NA,1.7,FALSE,NA,2017-01-01T00:00:00Z,2017-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Tibagi S.A. - 8°,Brazil,% revenue green users,percent,NA,1.7,FALSE,NA,2017-01-01T00:00:00Z,2017-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Tibagi S.A. - 8°,Brazil,% revenue green users,percent,NA,1.85,FALSE,NA,2018-01-01T00:00:00Z,2018-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Tibagi S.A. - 8°,Brazil,% revenue green users,percent,NA,1.85,FALSE,NA,2018-01-01T00:00:00Z,2018-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Tibagi S.A. - 8°,Brazil,% revenue green users,percent,NA,1.73,FALSE,NA,2019-01-01T00:00:00Z,2019-07-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Tibagi S.A. - 8°,Brazil,% revenue green users,percent,NA,1.73,FALSE,NA,2019-01-01T00:00:00Z,2019-07-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Tibagi S.A. - 8°,Brazil,% revenue green users,percent,NA,3.28,FALSE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Tibagi S.A. - 8°,Brazil,% revenue green users,percent,NA,3.28,FALSE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Tibagi S.A. - 8°,Brazil,% revenue green users,percent,NA,2,FALSE,NA,2021-01-01T00:00:00Z,2021-09-30T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Tibagi S.A. - 8°,Brazil,% revenue green users,percent,NA,2,FALSE,NA,2021-01-01T00:00:00Z,2021-09-30T00:00:00Z
