bond_handle,bond_name,nomenclature,category,subcategory,project,location,indicator,unit,planned_value,measured_value,can_be_aggregated,methodology_code,measurement_period_start,measurement_period_end
65809b95fbf34e898b30b546b2d2a6a8,AES Argentina Green Bond,ISO,Other,Unspecified,Vientos Neuquinos,Argentina,tCO2e avoided,metric ton,67584,67804,TRUE,NA,2020-10-01T00:00:00Z,2020-12-31T00:00:00Z
65809b95fbf34e898b30b546b2d2a6a8,AES Argentina Green Bond,EU Taxonomy Green Bonds Standard,Other,Unspecified,Vientos Neuquinos,Argentina,tCO2e avoided,metric ton,67584,67804,TRUE,NA,2020-10-01T00:00:00Z,2020-12-31T00:00:00Z
65809b95fbf34e898b30b546b2d2a6a8,AES Argentina Green Bond,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Vientos Neuquinos,Argentina,tCO2e avoided,metric ton,67584,67804,TRUE,NA,2020-10-01T00:00:00Z,2020-12-31T00:00:00Z
65809b95fbf34e898b30b546b2d2a6a8,AES Argentina Green Bond,Climate Bonds Initiative Project Classification,Energy,Wind,Vientos Neuquinos,Argentina,tCO2e avoided,metric ton,67584,67804,TRUE,NA,2020-10-01T00:00:00Z,2020-12-31T00:00:00Z
826fb91751eb4970ac578c6e8f0929fc,AES Gener Green Bond,ISO,Other,Unspecified,Wind Projects,Chile,tCO2e avoided,metric ton,140982,157700,TRUE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
826fb91751eb4970ac578c6e8f0929fc,AES Gener Green Bond,EU Taxonomy Green Bonds Standard,Other,Unspecified,Wind Projects,Chile,tCO2e avoided,metric ton,140982,157700,TRUE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
826fb91751eb4970ac578c6e8f0929fc,AES Gener Green Bond,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Wind Projects,Chile,tCO2e avoided,metric ton,140982,157700,TRUE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
826fb91751eb4970ac578c6e8f0929fc,AES Gener Green Bond,Climate Bonds Initiative Project Classification,Energy,Wind,Wind Projects,Chile,tCO2e avoided,metric ton,140982,157700,TRUE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
826fb91751eb4970ac578c6e8f0929fc,AES Gener Green Bond,ISO,Other,Unspecified,Solar Project I,Chile,tCO2e avoided,metric ton,31268,26936,TRUE,NA,2020-09-01T00:00:00Z,2020-12-31T00:00:00Z
826fb91751eb4970ac578c6e8f0929fc,AES Gener Green Bond,EU Taxonomy Green Bonds Standard,Other,Unspecified,Solar Project I,Chile,tCO2e avoided,metric ton,31268,26936,TRUE,NA,2020-09-01T00:00:00Z,2020-12-31T00:00:00Z
826fb91751eb4970ac578c6e8f0929fc,AES Gener Green Bond,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Solar Project I,Chile,tCO2e avoided,metric ton,31268,26936,TRUE,NA,2020-09-01T00:00:00Z,2020-12-31T00:00:00Z
826fb91751eb4970ac578c6e8f0929fc,AES Gener Green Bond,Climate Bonds Initiative Project Classification,Energy,Solar,Solar Project I,Chile,tCO2e avoided,metric ton,31268,26936,TRUE,NA,2020-09-01T00:00:00Z,2020-12-31T00:00:00Z
826fb91751eb4970ac578c6e8f0929fc,AES Gener Green Bond,ISO,Other,Unspecified,Solar Project II,Colombia,tCO2e avoided,metric ton,10459,10616,TRUE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
826fb91751eb4970ac578c6e8f0929fc,AES Gener Green Bond,EU Taxonomy Green Bonds Standard,Other,Unspecified,Solar Project II,Colombia,tCO2e avoided,metric ton,10459,10616,TRUE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
826fb91751eb4970ac578c6e8f0929fc,AES Gener Green Bond,ICMA Green Bonds Principles Project Categories,Renewable energy,Generation,Solar Project II,Colombia,tCO2e avoided,metric ton,10459,10616,TRUE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
826fb91751eb4970ac578c6e8f0929fc,AES Gener Green Bond,Climate Bonds Initiative Project Classification,Energy,Solar,Solar Project II,Colombia,tCO2e avoided,metric ton,10459,10616,TRUE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,ICMA Green Bonds Principles Project Categories,Environmental management,Natural landscapes,Preserving biodiversity,Brazil,% natural areas per total area,percent,NA,44.7,FALSE,NA,2017-01-01T00:00:00Z,2017-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,Climate Bonds Initiative Project Classification,Land-use,Ecosystem Conservation & Restoration,Preserving biodiversity,Brazil,% natural areas per total area,percent,NA,44.7,FALSE,NA,2017-01-01T00:00:00Z,2017-12-01T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,522,TRUE,NA,2017-01-01T00:00:00Z,2017-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,522,TRUE,NA,2017-01-01T00:00:00Z,2017-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,599,TRUE,NA,2018-01-01T00:00:00Z,2018-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,599,TRUE,NA,2018-01-01T00:00:00Z,2018-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,601,TRUE,NA,2019-01-01T00:00:00Z,2019-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,601,TRUE,NA,2019-01-01T00:00:00Z,2019-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,688,TRUE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,688,TRUE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,795,TRUE,NA,2021-01-01T00:00:00Z,2021-09-30T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,795,TRUE,NA,2021-01-01T00:00:00Z,2021-09-30T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,% revenue green users,percent,NA,1.7,FALSE,NA,2017-01-01T00:00:00Z,2017-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,% revenue green users,percent,NA,1.7,FALSE,NA,2017-01-01T00:00:00Z,2017-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,% revenue green users,percent,NA,1.85,FALSE,NA,2018-01-01T00:00:00Z,2018-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,% revenue green users,percent,NA,1.85,FALSE,NA,2018-01-01T00:00:00Z,2018-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,% revenue green users,percent,NA,1.73,FALSE,NA,2019-01-01T00:00:00Z,2019-07-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,% revenue green users,percent,NA,1.73,FALSE,NA,2019-01-01T00:00:00Z,2019-07-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,% revenue green users,percent,NA,1.63,FALSE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,% revenue green users,percent,NA,1.63,FALSE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,% revenue green users,percent,NA,2.16,FALSE,NA,2021-01-01T00:00:00Z,2021-09-30T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaúnas S.A. - 8°,Brazil,% revenue green users,percent,NA,2.16,FALSE,NA,2021-01-01T00:00:00Z,2021-09-30T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,522,TRUE,NA,2017-01-01T00:00:00Z,2017-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,522,TRUE,NA,2017-01-01T00:00:00Z,2017-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,599,TRUE,NA,2018-01-01T00:00:00Z,2018-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,599,TRUE,NA,2018-01-01T00:00:00Z,2018-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,601,TRUE,NA,2019-01-01T00:00:00Z,2019-07-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,601,TRUE,NA,2019-01-01T00:00:00Z,2019-07-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,688,TRUE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,688,TRUE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,795,TRUE,NA,2021-01-01T00:00:00Z,2021-09-30T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,# renewable energy generators serviced,unit,NA,795,TRUE,NA,2021-01-01T00:00:00Z,2021-09-30T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,% revenue green users,percent,NA,1.7,FALSE,NA,2017-01-01T00:00:00Z,2017-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,% revenue green users,percent,NA,1.7,FALSE,NA,2017-01-01T00:00:00Z,2017-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,% revenue green users,percent,NA,1.85,FALSE,NA,2018-01-01T00:00:00Z,2018-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,% revenue green users,percent,NA,1.85,FALSE,NA,2018-01-01T00:00:00Z,2018-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,% revenue green users,percent,NA,1.73,FALSE,NA,2019-01-01T00:00:00Z,2019-07-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,% revenue green users,percent,NA,1.73,FALSE,NA,2019-01-01T00:00:00Z,2019-07-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,% revenue green users,percent,NA,3.17,FALSE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,% revenue green users,percent,NA,3.17,FALSE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,% revenue green users,percent,NA,4.43,FALSE,NA,2021-01-01T00:00:00Z,2021-09-30T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itaquerê S.A. - 8°,Brazil,% revenue green users,percent,NA,4.43,FALSE,NA,2021-01-01T00:00:00Z,2021-09-30T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itapura S.A. (Lote 25) - 8°,Brazil,# renewable energy generators serviced,unit,NA,522,TRUE,NA,2017-01-01T00:00:00Z,2017-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itapura S.A. (Lote 25) - 8°,Brazil,# renewable energy generators serviced,unit,NA,522,TRUE,NA,2017-01-01T00:00:00Z,2017-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itapura S.A. (Lote 25) - 8°,Brazil,# renewable energy generators serviced,unit,NA,599,TRUE,NA,2018-01-01T00:00:00Z,2018-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itapura S.A. (Lote 25) - 8°,Brazil,# renewable energy generators serviced,unit,NA,599,TRUE,NA,2018-01-01T00:00:00Z,2018-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itapura S.A. (Lote 25) - 8°,Brazil,# renewable energy generators serviced,unit,NA,601,TRUE,NA,2019-01-01T00:00:00Z,2019-07-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itapura S.A. (Lote 25) - 8°,Brazil,# renewable energy generators serviced,unit,NA,601,TRUE,NA,2019-01-01T00:00:00Z,2019-07-31T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,ICMA Green Bonds Principles Project Categories,Water and wastewater,Wastewater treatment,Mucuri wastewater treatment,Brazil,% BOD intensity avoided/reduced,percent,NA,99,TRUE,NA,2018-01-01T00:00:00Z,2018-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,Climate Bonds Initiative Project Classification,Water,Treatment,Mucuri wastewater treatment,Brazil,% BOD intensity avoided/reduced,percent,NA,99,TRUE,NA,2018-01-01T00:00:00Z,2018-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,ICMA Green Bonds Principles Project Categories,Water and wastewater,Wastewater treatment,Limeira wastewater treatment,Brazil,% energy saving,percent,NA,50,FALSE,NA,2018-01-01T00:00:00Z,2018-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,Climate Bonds Initiative Project Classification,Water,Treatment,Limeira wastewater treatment,Brazil,% energy saving,percent,NA,50,FALSE,NA,2018-01-01T00:00:00Z,2018-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,ICMA Green Bonds Principles Project Categories,Environmental management,Natural landscapes,Forest recovery,Brazil,ha area with restoration in progress,hectare,NA,5503.12,TRUE,NA,2015-01-01T00:00:00Z,2015-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,Climate Bonds Initiative Project Classification,Land-use,Ecosystem Conservation & Restoration,Forest recovery,Brazil,ha area with restoration in progress,hectare,NA,5503.12,TRUE,NA,2015-01-01T00:00:00Z,2015-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,ICMA Green Bonds Principles Project Categories,Environmental management,Natural landscapes,Forest recovery,Brazil,ha area with restoration in progress,hectare,NA,5571.81,TRUE,NA,2016-01-01T00:00:00Z,2016-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,Climate Bonds Initiative Project Classification,Land-use,Ecosystem Conservation & Restoration,Forest recovery,Brazil,ha area with restoration in progress,hectare,NA,5571.81,TRUE,NA,2016-01-01T00:00:00Z,2016-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,ICMA Green Bonds Principles Project Categories,Environmental management,Natural landscapes,Forest recovery,Brazil,ha area with restoration in progress,hectare,NA,5886,TRUE,NA,2017-01-01T00:00:00Z,2017-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,Climate Bonds Initiative Project Classification,Land-use,Ecosystem Conservation & Restoration,Forest recovery,Brazil,ha area with restoration in progress,hectare,NA,5886,TRUE,NA,2017-01-01T00:00:00Z,2017-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,ICMA Green Bonds Principles Project Categories,Environmental management,Natural landscapes,Forest recovery,Brazil,ha area with restoration in progress,hectare,NA,7273.29,TRUE,NA,2018-01-01T00:00:00Z,2018-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,Climate Bonds Initiative Project Classification,Land-use,Ecosystem Conservation & Restoration,Forest recovery,Brazil,ha area with restoration in progress,hectare,NA,7273.29,TRUE,NA,2018-01-01T00:00:00Z,2018-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,ICMA Green Bonds Principles Project Categories,Environmental management,Natural landscapes,Forest recovery,Brazil,ha area with restoration in progress,hectare,NA,2291.3,TRUE,NA,2019-01-01T00:00:00Z,2019-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,Climate Bonds Initiative Project Classification,Land-use,Ecosystem Conservation & Restoration,Forest recovery,Brazil,ha area with restoration in progress,hectare,NA,2291.3,TRUE,NA,2019-01-01T00:00:00Z,2019-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,ICMA Green Bonds Principles Project Categories,Environmental management,Natural landscapes,Preserving biodiversity,Brazil,ha area protected,hectare,NA,479345,TRUE,NA,2015-01-01T00:00:00Z,2015-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,Climate Bonds Initiative Project Classification,Land-use,Ecosystem Conservation & Restoration,Preserving biodiversity,Brazil,ha area protected,hectare,NA,479345,TRUE,NA,2015-01-01T00:00:00Z,2015-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,ICMA Green Bonds Principles Project Categories,Environmental management,Natural landscapes,Preserving biodiversity,Brazil,ha area protected,hectare,NA,491376,TRUE,NA,2016-01-01T00:00:00Z,2016-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,Climate Bonds Initiative Project Classification,Land-use,Ecosystem Conservation & Restoration,Preserving biodiversity,Brazil,ha area protected,hectare,NA,491376,TRUE,NA,2016-01-01T00:00:00Z,2016-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,ICMA Green Bonds Principles Project Categories,Environmental management,Natural landscapes,Preserving biodiversity,Brazil,ha area protected,hectare,NA,538168,TRUE,NA,2017-01-01T00:00:00Z,2017-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,Climate Bonds Initiative Project Classification,Land-use,Ecosystem Conservation & Restoration,Preserving biodiversity,Brazil,ha area protected,hectare,NA,538168,TRUE,NA,2017-01-01T00:00:00Z,2017-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,ICMA Green Bonds Principles Project Categories,Environmental management,Natural landscapes,Preserving biodiversity,Brazil,ha area protected,hectare,NA,554883,TRUE,NA,2018-01-01T00:00:00Z,2018-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,Climate Bonds Initiative Project Classification,Land-use,Ecosystem Conservation & Restoration,Preserving biodiversity,Brazil,ha area protected,hectare,NA,554883,TRUE,NA,2018-01-01T00:00:00Z,2018-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,ICMA Green Bonds Principles Project Categories,Environmental management,Natural landscapes,Preserving biodiversity,Brazil,ha area protected,hectare,NA,571386,TRUE,NA,2019-01-01T00:00:00Z,2019-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,Climate Bonds Initiative Project Classification,Land-use,Ecosystem Conservation & Restoration,Preserving biodiversity,Brazil,ha area protected,hectare,NA,571386,TRUE,NA,2019-01-01T00:00:00Z,2019-12-01T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,ICMA Green Bonds Principles Project Categories,Renewable energy,Transmission,Interligação Elétrica Itapura S.A. (Lote 25) - 8°,Brazil,# renewable energy generators serviced,unit,NA,688,TRUE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
7764daf78634437c8d58059674d26e96,ISA CTEEP - 8ª Emissão,Climate Bonds Initiative Project Classification,Energy,Transmission,Interligação Elétrica Itapura S.A. (Lote 25) - 8°,Brazil,# renewable energy generators serviced,unit,NA,688,TRUE,NA,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,ICMA Green Bonds Principles Project Categories,Environmental management,Natural landscapes,Preserving biodiversity,Brazil,% natural areas per total planted area,percent,NA,1.0976,FALSE,NA,2015-01-01T00:00:00Z,2015-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,Climate Bonds Initiative Project Classification,Land-use,Ecosystem Conservation & Restoration,Preserving biodiversity,Brazil,% natural areas per total planted area,percent,NA,1.0976,FALSE,NA,2015-01-01T00:00:00Z,2015-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,ICMA Green Bonds Principles Project Categories,Environmental management,Natural landscapes,Preserving biodiversity,Brazil,% natural areas per total planted area,percent,NA,1.087,FALSE,NA,2016-01-01T00:00:00Z,2016-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,Climate Bonds Initiative Project Classification,Land-use,Ecosystem Conservation & Restoration,Preserving biodiversity,Brazil,% natural areas per total planted area,percent,NA,1.087,FALSE,NA,2016-01-01T00:00:00Z,2016-12-01T00:00:00Z
ee7a68239dbe4664adad596c19403c93,Suzano Papel e Celulose Green Bond 2026,ICMA Green Bonds Principles Project Categories,Environmental management,Natural landscapes,Preserving biodiversity,Brazil,% natural areas per total planted area,percent,NA,1.061,FALSE,NA,2017-01-01T00:00:00Z,2017-12-01T00:00:00Z
